shapeID_adm1,shapeName_adm1,shapeID_adm2,shapeName_adm2,intersection_ratio,shapeGroup
11528761B76244175997364,Saint Elizabeth,35162164B70039093596166,Holland,0.9999999999999996,JAM
14911670B72497658138655,Tocantins,56859067B45989324598243,Natividade,0.9999999999999996,BRA
63759600B12839449494422,Đồng Nai,81297802B61199528191319,Long Khanh,0.9999999999999996,VNM
780006B8093408258889,El Oro,8360857B45777368126824,Atahualpa,0.9999999999999996,ECU
25984515B47806653651907,Ankara,54988432B58223508141681,Yenimahalle,0.9999999999999996,TUR
26408823B29177594449133,Cuanza Sul,91424787B8651457584120,Amboim (Gabela),0.9999999999999996,AGO
25984515B47806653651907,Ankara,54988432B72030220276956,Çankaya,0.9999999999999996,TUR
11528761B68421227592850,Saint Ann,35162164B69621988819609,Calderwood,0.9999999999999996,JAM
42786344B73501178505024,Anzoátegui,92452058B76868797395121,Fernando de Peñalver,0.9999999999999996,VEN
4885205B34271672608399,Tashkent Region,79887680B68716596189274,Angren city,0.9999999999999996,UZB
46179711B4202910882635,Ismailia Governorate,37247803B84345161552096,Ismailiyya 2,0.9999999999999996,EGY
27671186B69054806776702,Yobe,59680162B1470225488806,Fune,0.9999999999999996,NGA
